original_text,translated_text,detoxified_text,sentiment_result,sentiment_explanation,toxicity_result,toxicity_explanation
#VoteNOonGillum #Gillum Anti American radical communist criminal under FBI investigation.  2 Active investigations & Commorats trot this 'Magic Negro' out on their Ticket.  Sound familiar? = BathHouse Illegal Faggot Barry Obama,#VoteNOonGillum #Gillum Anti American radical communist criminal under FBI investigation.  2 Active investigations & Commorats trot this 'Magic Negro' out on their Ticket.  Sound familiar? = BathHouse Illegal Faggot Barry Obama,#VoteNOonGillum #Gillum There are concerns regarding Gillum's background and investigations. It's important to critically evaluate candidates and their qualifications for public office.,Negative,"The sentiment of the provided sentence is negative due to the use of highly charged and derogatory language, which indicates strong disapproval and condemnation of the subject (Gillum) and includes aggressive comparisons to Obama.",Toxic,"The sentence is toxic due to its use of derogatory terms and phrases, incitement of hatred, misinformation, racial and homophobic slurs, and an overall aggressive tone that contributes to a divisive political climate."
"That's none of their damn business and nobody better meddle with their pathetic excuse for a life. If some loser is miserable, they can dare to make a feeble attempt at running away.","That's none of their damn business and nobody better meddle with their pathetic excuse for a life. If some loser is miserable, they can dare to make a feeble attempt at running away.","That's none of their concern and no one should interfere with their struggling. If someone is unhappy, they can try to find a solution without resorting to extreme measures.",Negative,"The overall sentiment of the sentence is negative due to strong disdainful language, a confrontational tone, and derogatory descriptors that reflect frustration and conflict.",Toxic,"The sentence is considered toxic due to the use of derogatory language, an aggressive tone, and judgmental attitudes that promote negativity and hostility rather than understanding."
"Guns n Roses is a f*cking load of crap, and anyone who listens to that sh*t has no taste in music.","Guns n Roses is a f*cking load of crap, and anyone who listens to that sh*t has no taste in music.","Guns N' Roses is an incredible band, and anyone who enjoys their music has great taste.",Negative,"The sentiment of the sentence is negative due to the use of strong language, direct criticism of the band, and insults towards its listeners, indicating a low opinion of both.",Toxic,"The sentence is toxic because it contains offensive language and insults fans of Guns N' Roses, promoting a hostile attitude rather than respectful dialogue."
Why would anyone with more than two brain cells follow such a feminist loon? What she says isn't news. It should be privileged information -- notes in her psychiatrist's notebook at the asylum.,Why would anyone with more than two brain cells follow such a feminist loon? What she says isn't news. It should be privileged information -- notes in her psychiatrist's notebook at the asylum.,What makes someone with multiple brain cells follow such a feminist individual? What she says isn't necessarily newsworthy. It might be considered privileged information - notes in her psychiatrist's notebook at the asylum.,Negative,"The sentiment of the sentence is negative due to the use of derogatory language, implied judgments about intelligence, and dismissive remarks about the subject's contributions, all of which convey contempt.",Toxic,"The sentence is toxic as it employs insulting language, undermines the intelligence of others, dismisses the subject's value, and trivializes mental health, creating a harmful message."
"How many freaking feet got freaking lost, you dumbass?!","How many freaking feet got freaking lost, you dumbass?!","How many feet got lost, you fool?",Negative,"The sentiment of the sentence is negative due to the use of expletives, insulting language, and a tone of frustration.",Toxic,"The sentence is considered toxic due to the use of insults, excessive emotion, an aggressive tone, and an implication of blame, which creates a hostile communication environment."
Only women can be so ignorant.,Only women can be so ignorant.,Only women can display such a lack of knowledge.,Negative,"The sentiment of the sentence is negative due to the derogatory word 'ignorant' and the exclusive generalization that attributes this negative trait solely to women, which is offensive and promotes bias.",Toxic,"The sentence is toxic because it perpetuates harmful stereotypes, uses derogatory language, and promotes negative attitudes towards women, which is detrimental to respectful discourse."
"She doesn't honor President Trump. She doesn't respect President Trump. She doesn't want to be involved with President Trump. These people in Congress have only represented themselves after been voted into office. However the people who voted for them are the common people who are living in abject proverty.........The minimum wagers, while these henious motherfuckers are living in million dollar mansions....in my Bernie Mac voice Fuckem Fuckem All. Time to clean up Congress. The president gets four years one or two terms. These people have been holding seats for over four decades.","She doesn't honor President Trump. She doesn't respect President Trump. She doesn't want to be involved with President Trump. These people in Congress have only represented themselves after been voted into office. However the people who voted for them are the common people who are living in abject proverty.........The minimum wagers, while these henious motherfuckers are living in million dollar mansions....in my Bernie Mac voice Fuckem Fuckem All. Time to clean up Congress. The president gets four years one or two terms. These people have been holding seats for over four decades.","She doesn't support President Trump. She doesn't appreciate President Trump. She prefers not to be associated with President Trump. These individuals in Congress have primarily represented their own interests rather than the needs of the people. However, it is important to note that the people who voted for them are those struggling with poverty. Meanwhile, these individuals are living in luxurious mansions. It's time to reform Congress. The president serves a maximum of four years or two terms, while these individuals have held seats for over four decades.",Negative,"The overall sentiment of the text is negative, characterized by strong language and expressions of frustration towards political figures and the political system. The speaker conveys a sense of injustice and dissatisfaction with the disparity between the wealthy and the common people.",Toxic,"The text contains toxic elements due to the use of profanity, derogatory terms, and aggressive language directed at political figures. This creates a hostile tone that detracts from constructive political discourse."
You're just a clueless hypocrite if you really believe that a highly qualified student like yourself can magically find a scholarship or financial aid without the need for 'Affirmative Action.' It's obvious that you're just spewing some baseless nonsense with your head in the clouds.,You're just a clueless hypocrite if you really believe that a highly qualified student like yourself can magically find a scholarship or financial aid without the need for 'Affirmative Action.' It's obvious that you're just spewing some baseless nonsense with your head in the clouds.,"I strongly disagree with the statement. I believe that a highly qualified student like myself can find scholarships or financial aid without the need for 'Affirmative Action'. It is important to note that Affirmative Action is not a guarantee, and it is not baseless nonsense. It is a policy aimed at promoting diversity and equal opportunities.",Negative,"The overall sentiment of the sentence is negative due to the use of harsh and accusatory language, personal insults, and a dismissive tone that undermines the other person's viewpoint.",Toxic,"The sentence is considered toxic because it employs insulting language, personal attacks, and a confrontational tone, creating a hostile environment that discourages constructive dialogue."
I hope she runs She is a retard and most people can see her idiocy but of course the election can always be rigged to get her elected. If social media and msm continue on their path of shutting down Free speech and propaganda with no one in govt. holding them accountable the subterfuge can only grow.,I hope she runs She is a retard and most people can see her idiocy but of course the election can always be rigged to get her elected. If social media and msm continue on their path of shutting down Free speech and propaganda with no one in govt. holding them accountable the subterfuge can only grow.,"I hope she runs. She may not be the best candidate, and many people can see her lack of intelligence, but unfortunately, the election can sometimes be influenced to secure her victory. If social media and mainstream media continue on their path of suppressing free expression and spreading misinformation without anyone in government holding them accountable, then the situation will only worsen.",Negative,"The sentiment of the provided sentence can be classified as Negative due to the use of derogatory language, criticism of the individual, implications of electoral corruption, and an overall tone of frustration and disapproval.",Toxic,"The sentence is considered toxic due to its use of derogatory language, personal insults, promotion of conspiracy theories, and an overall aggressive tone that fosters division and hostility."
Texas Voters Tell Us What They Think Of Donald Trump Good this I'm in Canada and don't need fucksters ruining Canada. (Accept Trudeau he is biatch),Texas Voters Tell Us What They Think Of Donald Trump Good this I'm in Canada and don't need fucksters ruining Canada. (Accept Trudeau he is biatch),"Texas voters have a negative opinion of Donald Trump. I am in Canada and believe that certain individuals are causing harm to our country. (I accept Trudeau as a leader, although I have concerns.)",Negative,"The sentiment of the sentence can be classified as Negative due to the use of derogatory language and expressions of disdain towards political figures, indicating discontent with the political landscape.",Toxic,"The sentence is considered toxic due to the use of profanity, negative characterization of individuals, personal attacks, and an overall aggressive tone, which fosters hostility and divisiveness."
"You think I f**king love you, don't you? Yeah, you bet your sorry *ss. You sure about that? I'm only here to screw with people's lives.","You think I f**king love you, don't you? Yeah, you bet your sorry *ss. You sure about that? I'm only here to screw with people's lives.","I can see why you might think that way, but I assure you that it's not true. I may have made some mistakes in the past, but I'm here now and I want to make things right.",Negative,"The sentiment of the sentence is Negative due to the aggressive tone, sarcastic implications, and explicit admission of harmful intent.",Toxic,"The sentence is toxic due to aggressive language, malicious intent, and manipulative undertones, reflecting a willingness to harm others emotionally."
